Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-11 00:00:00+08:00,11.044743527548313,11.09222755829302,10.892795353711294,11.016253471374512,148695164,0.0,0.0
2024-11-12 00:00:00+08:00,10.997259427864678,11.244175661643258,10.930782328648348,10.959272384643555,171766255,0.0,0.0
2024-11-13 00:00:00+08:00,10.921285066732972,11.111220278061388,10.902291092758867,11.025749206542969,108626328,0.0,0.0
2024-11-14 00:00:00+08:00,11.006756415090596,11.11122055752805,10.949775397417636,10.959272384643555,115978311,0.0,0.0
2024-11-15 00:00:00+08:00,10.921285561361984,11.0257497059032,10.845311473389723,10.864304542541504,121578351,0.0,0.0
2024-11-18 00:00:00+08:00,11.044743626293798,11.434111051652934,11.035246638923436,11.15870475769043,379732445,0.0,0.0
2024-11-19 00:00:00+08:00,11.158705037686465,11.358137249055398,10.96876981392619,11.092227935791016,243003665,0.0,0.0
2024-11-20 00:00:00+08:00,11.08273028217692,11.158704367115442,11.02574926563176,11.054240226745605,128657248,0.0,0.0
2024-11-21 00:00:00+08:00,11.035246839478035,11.063736896424329,10.978266725585444,11.006756782531738,88340806,0.0,0.0
2024-11-22 00:00:00+08:00,11.006756843055305,11.02574991256308,10.712356567382812,10.712356567382812,162531744,0.0,0.0
2024-11-25 00:00:00+08:00,10.71235587807395,10.769336894295884,10.579401683026981,10.617388725280762,116602032,0.0,0.0
2024-11-26 00:00:00+08:00,10.61738880639542,10.740846921084033,10.579401763851425,10.702859878540039,83107820,0.0,0.0
2024-11-27 00:00:00+08:00,10.674369949427023,10.816822052001953,10.588898869018587,10.816822052001953,89517805,0.0,0.0
2024-11-28 00:00:00+08:00,10.816821686701806,10.845311743981592,10.750343678805518,10.76933765411377,73316854,0.0,0.0
2024-11-29 00:00:00+08:00,10.797827422085192,10.883298497317098,10.769337365568745,10.807324409484863,102848758,0.0,0.0
2024-12-02 00:00:00+08:00,10.816822052001953,10.826318134294185,10.740847959568372,10.816822052001953,97543366,0.0,0.0
2024-12-03 00:00:00+08:00,10.7978268609295,10.921284973661491,10.778833792799784,10.911787986755371,108255936,0.0,0.0
2024-12-04 00:00:00+08:00,10.86430394643487,10.949775017134646,10.797826849527274,10.88329792022705,100747059,0.0,0.0
2024-12-05 00:00:00+08:00,10.864304542541504,10.902291586527634,10.835814485972548,10.864304542541504,68710883,0.0,0.0
2024-12-06 00:00:00+08:00,10.864304412173237,11.11122064796145,10.854808330552581,11.073233604431152,172626927,0.0,0.0
2024-12-09 00:00:00+08:00,11.04474325076663,11.130214322828682,11.00675620825933,11.082730293273926,96406316,0.0,0.0
2024-12-10 00:00:00+08:00,11.301156616968802,11.348640650959284,11.158705420679977,11.19669246673584,216780724,0.0,0.0
2024-12-11 00:00:00+08:00,11.196692401598494,11.234679447433363,11.130215297808125,11.139711380004883,96769145,0.0,0.0
2024-12-12 00:00:00+08:00,11.139711508960328,11.272666623762792,11.120718438664333,11.253673553466797,98623459,0.0,0.0
2024-12-13 00:00:00+08:00,11.196691995205338,11.206188982740008,10.978266716003418,10.978266716003418,134379289,0.0,0.0
2024-12-16 00:00:00+08:00,10.978266369619403,11.073233524921976,10.949775407914336,10.987762451171875,80571778,0.0,0.0
2024-12-17 00:00:00+08:00,10.987762740057057,11.063736828569612,10.940279613998644,10.949775695800781,80211995,0.0,0.0
2024-12-18 00:00:00+08:00,10.997259814037681,11.149207992257894,10.987762826478273,11.063736915588379,101658966,0.0,0.0
2024-12-19 00:00:00+08:00,11.006756782531738,11.054240814563952,10.959272750499526,11.006756782531738,69737904,0.0,0.0
2024-12-20 00:00:00+08:00,11.006756792089025,11.111220938104536,10.99725980453782,11.035246849060059,71464627,0.0,0.0
2024-12-23 00:00:00+08:00,11.054241206138386,11.244176435312735,11.054241206138386,11.139711380004883,165940476,0.0,0.0
2024-12-24 00:00:00+08:00,11.130214141196323,11.272665321853415,11.130214141196323,11.263168334960938,135083691,0.0,0.0
2024-12-25 00:00:00+08:00,11.263168405661865,11.415117479847767,11.244175337440206,11.320149421691895,147528294,0.0,0.0
2024-12-26 00:00:00+08:00,11.320149350633287,11.329646337525764,11.187194251186153,11.263168334960938,100007470,0.0,0.0
2024-12-27 00:00:00+08:00,11.272665310281013,11.30115536524668,11.073233114156306,11.234678268432617,129001228,0.0,0.0
2024-12-30 00:00:00+08:00,11.187194332603216,11.367633462143404,11.187194332603216,11.348639488220215,135184636,0.0,0.0
2024-12-31 00:00:00+08:00,11.329646533698694,11.386626644675136,11.111220359802246,11.111220359802246,147536733,0.0,0.0
2025-01-02 00:00:00+08:00,11.139710214818866,11.177698162362903,10.81682081183721,10.85480785369873,181959699,0.0,0.0
2025-01-03 00:00:00+08:00,10.864304522517754,10.959272585149332,10.78833043468552,10.807324409484863,115468044,0.0,0.0
2025-01-06 00:00:00+08:00,10.807324429403593,10.902291586527634,10.655376253459073,10.864304542541504,108553630,0.0,0.0
2025-01-07 00:00:00+08:00,10.84531219074668,10.949776342197618,10.79782815620257,10.93078327178955,74786288,0.0,0.0
2025-01-08 00:00:00+08:00,10.921285629272461,11.044743749415712,10.826317565875323,10.921285629272461,106238601,0.0,0.0
2025-01-09 00:00:00+08:00,10.92128489046883,10.92128489046883,10.77883371069224,10.826316833496094,75148330,0.0,0.0
2025-01-10 00:00:00+08:00,10.826317098684784,10.883298115400667,10.712355970935553,10.73134994506836,79813351,0.0,0.0
2025-01-13 00:00:00+08:00,10.68386613358542,10.693363120845754,10.52242097288997,10.636382102966309,93496618,0.0,0.0
2025-01-14 00:00:00+08:00,10.636382259021051,10.826317478601638,10.626885271621381,10.807324409484863,82462895,0.0,0.0
2025-01-15 00:00:00+08:00,10.807325088669707,10.997260320186745,10.78833111267669,10.902292251586914,103163082,0.0,0.0
2025-01-16 00:00:00+08:00,10.978266369619403,11.00675642564192,10.92128535189182,10.987762451171875,87296399,0.0,0.0
2025-01-17 00:00:00+08:00,10.949776277607967,10.968770253586623,10.845312126773235,10.873802185058594,68976486,0.0,0.0
2025-01-20 00:00:00+08:00,10.921286211021904,10.940280186986122,10.826318142566056,10.845312118530273,83202913,0.0,0.0
2025-01-21 00:00:00+08:00,10.873801139462538,10.873801139462538,10.750343024520557,10.75984001159668,90206894,0.0,0.0
2025-01-22 00:00:00+08:00,10.750342836864283,10.759839823774627,10.522420585111139,10.531917572021484,134712922,0.0,0.0
2025-01-23 00:00:00+08:00,10.607892135390372,10.826317410105466,10.607892135390372,10.750343322753906,151492027,0.0,0.0
2025-01-24 00:00:00+08:00,10.750343678805518,10.816821686701806,10.655376519312034,10.76933765411377,94494421,0.0,0.0
2025-01-27 00:00:00+08:00,10.807324486899988,10.968769651120594,10.807324486899988,10.89279556274414,115193471,0.0,0.0
2025-02-05 00:00:00+08:00,10.92128487862544,10.940278852272396,10.759839725356377,10.797826766967773,84343370,0.0,0.0
2025-02-06 00:00:00+08:00,10.778834949556622,10.873802111761885,10.731350915612682,10.788331031799316,95560325,0.0,0.0
2025-02-07 00:00:00+08:00,10.78833043468552,10.873801509917426,10.740847309052299,10.807324409484863,140749262,0.0,0.0
2025-02-10 00:00:00+08:00,10.807323824951203,10.92128495053576,10.788329851179183,10.85480785369873,102659093,0.0,0.0
2025-02-11 00:00:00+08:00,10.826318142566056,10.892796152758198,10.797828084302349,10.845312118530273,84452003,0.0,0.0
2025-02-12 00:00:00+08:00,10.835815130548164,10.854809106512384,10.769338026038644,10.845312118530273,98880683,0.0,0.0
2025-02-13 00:00:00+08:00,10.845311540827781,10.96876966097103,10.826317565875323,10.921285629272461,135863927,0.0,0.0
2025-02-14 00:00:00+08:00,10.91178805736342,10.968769073486328,10.854807946923039,10.968769073486328,97305774,0.0,0.0
2025-02-17 00:00:00+08:00,11.016253579810758,11.20618879897662,10.968769548598651,11.18719482421875,206196542,0.0,0.0
2025-02-18 00:00:00+08:00,11.168201812963446,11.35813703311264,11.168201812963446,11.215685844421387,199661049,0.0,0.0
2025-02-19 00:00:00+08:00,11.206189079504236,11.215686067120911,11.0922279451519,11.120718002319336,117774895,0.0,0.0
2025-02-20 00:00:00+08:00,11.120717635264663,11.168201666098176,11.063736617127939,11.073233604431152,78439627,0.0,0.0
2025-02-21 00:00:00+08:00,11.101723350570284,11.120717324646181,10.968769154769133,11.054240226745605,97396897,0.0,0.0
2025-02-24 00:00:00+08:00,11.044743827020993,11.101723940913583,10.978266725585444,11.006756782531738,94995617,0.0,0.0
2025-02-25 00:00:00+08:00,10.978266638588293,10.99725970784112,10.883298575276442,10.89279556274414,91715602,0.0,0.0
2025-02-26 00:00:00+08:00,10.892794977851754,11.016253091255006,10.892794977851754,10.940279006958008,84164552,0.0,0.0
2025-02-27 00:00:00+08:00,10.949775772464376,11.044743836611264,10.883298670971103,11.035246849060059,97730975,0.0,0.0
2025-02-28 00:00:00+08:00,10.99725972754177,11.09222779102375,10.921285639029218,10.949775695800781,94908806,0.0,0.0
2025-03-03 00:00:00+08:00,10.940280259834898,10.97826730633366,10.873802249200095,10.93078327178955,83045695,0.0,0.0
2025-03-04 00:00:00+08:00,10.89279622529079,10.968770318288312,10.864305261154746,10.93078327178955,68317873,0.0,0.0
2025-03-05 00:00:00+08:00,10.94027940491639,11.082730591734366,10.902291455703535,11.073233604431152,108064544,0.0,0.0
2025-03-06 00:00:00+08:00,11.101723650303855,11.111220637598212,11.01625348170232,11.044743537902832,87740771,0.0,0.0
2025-03-07 00:00:00+08:00,11.04474325076663,11.10172336168631,11.016253195306788,11.082730293273926,83553669,0.0,0.0
2025-03-10 00:00:00+08:00,11.073233883967289,11.082730871510247,10.968769738042484,11.006756782531738,66383393,0.0,0.0
2025-03-11 00:00:00+08:00,10.959272108998656,11.025749206542969,10.940279040707077,11.025749206542969,60897527,0.0,0.0
2025-03-12 00:00:00+08:00,11.016254287829797,11.272666623762792,10.978267241555184,11.253673553466797,187731840,0.0,0.0
2025-03-13 00:00:00+08:00,11.215685854322818,11.31065301163997,11.187194892013359,11.244175910949707,131237121,0.0,0.0
2025-03-14 00:00:00+08:00,11.225181727724568,11.396123875678157,11.225181727724568,11.367633819580078,172241765,0.0,0.0
2025-03-17 00:00:00+08:00,11.044743749415712,11.082730793638051,10.883298585050122,10.921285629272461,460361210,0.0,0.0
2025-03-18 00:00:00+08:00,10.940278947473729,10.959272015603448,10.902290999849251,10.911787986755371,160529000,0.0,0.0
2025-03-19 00:00:00+08:00,10.902291059126984,10.949775088233238,10.883297990893997,10.940279006958008,136245491,0.0,0.0
2025-03-20 00:00:00+08:00,10.930781960567609,11.025749112581241,10.911787986755371,10.911787986755371,110115724,0.0,0.0
2025-03-21 00:00:00+08:00,10.911789223039793,10.940280186986122,10.816822060266569,10.845312118530273,137638897,0.0,0.0
2025-03-24 00:00:00+08:00,10.83581446600131,10.864304522517754,10.769337365568745,10.807324409484863,116457734,0.0,0.0
2025-03-25 00:00:00+08:00,10.807323824951203,10.85480785369873,10.788329851179183,10.85480785369873,73560888,0.0,0.0
2025-03-26 00:00:00+08:00,10.84531145340098,10.854808440800651,10.797827422085192,10.807324409484863,74086307,0.0,0.0
2025-03-27 00:00:00+08:00,10.797828076052248,10.835815122269038,10.778835005785163,10.816822052001953,55334940,0.0,0.0
2025-03-28 00:00:00+08:00,10.816821386837375,10.826317468545659,10.769337355565693,10.778834342956543,64494555,0.0,0.0
2025-03-31 00:00:00+08:00,10.788330345864404,10.807324320507368,10.693363189697266,10.693363189697266,111612564,0.0,0.0
2025-04-01 00:00:00+08:00,10.702859878540039,10.731349934027401,10.655375848939412,10.702859878540039,68147042,0.0,0.0
2025-04-02 00:00:00+08:00,10.683865642133584,10.835813808579172,10.683865642133584,10.797826766967773,93264176,0.0,0.0
2025-04-03 00:00:00+08:00,10.740847596833984,10.816821686701806,10.731350609179858,10.76933765411377,64391391,0.0,0.0
2025-04-07 00:00:00+08:00,10.446447130835116,10.493931162566337,9.952614649922547,10.161543846130371,254556048,0.0,0.0
2025-04-08 00:00:00+08:00,10.14255086276341,10.303996028607589,10.123556887636996,10.275505065917969,146398771,0.0,0.0
2025-04-09 00:00:00+08:00,10.19003368297044,10.285001744383239,10.123556583391014,10.256511688232422,106439405,0.0,0.0
2025-04-10 00:00:00+08:00,10.313491534212474,10.379969537757818,10.27550449176479,10.351478576660156,86654805,0.0,0.0
2025-04-11 00:00:00+08:00,10.322988866790798,10.351478923159586,10.285001823071559,10.3419828414917,58387902,0.0,0.0
2025-04-14 00:00:00+08:00,10.398962665353517,10.484433737768121,10.370472609776161,10.379969596862793,78599345,0.0,0.0
2025-04-15 00:00:00+08:00,10.370472918123882,10.417956949286353,10.35147894338587,10.39896297454834,72275410,0.0,0.0
2025-04-16 00:00:00+08:00,10.379969322279397,10.455943405597612,10.360975348608587,10.446446418762207,84282217,0.0,0.0
2025-04-17 00:00:00+08:00,10.398962460958593,10.522420573610574,10.379969392841183,10.503427505493164,82391931,0.0,0.0
2025-04-18 00:00:00+08:00,10.484433624551265,10.62688480658231,10.474936637567188,10.617388725280762,72709815,0.0,0.0
2025-04-21 00:00:00+08:00,10.446447727745552,10.569905855028097,10.417957669351926,10.465441703796387,111418418,0.0,0.0
2025-04-22 00:00:00+08:00,10.465441058610317,10.503428102687488,10.427453108850575,10.484434127807617,83112887,0.0,0.0
2025-04-23 00:00:00+08:00,10.484434117889581,10.493931105320533,10.41795701723806,10.455944061279297,58638293,0.0,0.0
2025-04-24 00:00:00+08:00,10.44644643043499,10.503427445828578,10.436949443588972,10.474936485290527,68925613,0.0,0.0
2025-04-25 00:00:00+08:00,10.484434117889581,10.493931105320533,10.436950086417394,10.455944061279297,63754686,0.0,0.0
2025-04-28 00:00:00+08:00,10.446446418762207,10.484433460421315,10.4084593771031,10.446446418762207,64201837,0.0,0.0
2025-04-29 00:00:00+08:00,10.44644701583308,10.465440990589498,10.398962984624598,10.42745304107666,64904494,0.0,0.0
2025-04-30 00:00:00+08:00,10.408460251661548,10.417957239294926,10.341983149593078,10.360976219177246,86983492,0.0,0.0
2025-05-06 00:00:00+08:00,10.37047262068716,10.446446706095067,10.34198256507983,10.408459663391113,85467127,0.0,0.0
2025-05-07 00:00:00+08:00,10.455943417281008,10.484433472136544,10.417956375579454,10.474936485290527,112627001,0.0,0.0
2025-05-08 00:00:00+08:00,10.446447743897474,10.522421836853027,10.436950755857373,10.522421836853027,105661366,0.0,0.0
2025-05-09 00:00:00+08:00,10.512923620995679,10.607891678939998,10.503427539747264,10.588897705078125,99989747,0.0,0.0
2025-05-12 00:00:00+08:00,10.598395347595215,10.655376367022992,10.569905290722614,10.598395347595215,89560460,0.0,0.0
2025-05-13 00:00:00+08:00,10.62688519428513,10.759840299865255,10.588898150645461,10.721853256225586,126103062,0.0,0.0
